,name,size,terrace,age_1,ku,room,Living,Dining,Kitchen,Service,No.ofRooms,price
3538,パークホームズ桜台,68.35,11.52,5506 days,練馬,3,1,1,1,0,6,6830
3539,ライオンズ四谷タワーゲート,51.97,6.74,5021 days,新宿,1,1,1,1,0,4,6850
3540,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3541,ドレッセ目黒大橋プレヴィ,50.63,4.61,1549 days,目黒,1,1,1,1,0,4,6980
3542,三越東中野マンション,101.11,8.6,15917 days,中野,2,1,1,1,1,6,6980
3543,高田馬場デュープレックスII,67.11,7.33,7120 days,新宿,2,1,1,1,0,5,6980
3544,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3545,ザ・パークハウス晴海タワーズティアロレジデンス,65,12.83,1794 days,中央,2,1,1,1,0,5,6980
3546,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3547,ブランズ麻布十番,44.54,3.75,3346 days,港,1,1,1,1,0,4,6980
3548,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3549,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3550,キャッスル共進マンション,108.38,10.67,18078 days,目黒,2,1,1,1,0,5,6980
3551,日生住宅目黒マンション,80.14,9.18,17925 days,目黒,1,1,1,1,0,4,6980
3552,クレストフォルム東京日本橋,81.3,3.4,7851 days,中央,1,1,1,1,0,4,6980
3553,代々木デュープレックス,66.83,15.3,6936 days,渋谷,2,1,1,1,0,5,6980
3554,グランディ南砂,103.23,18,8338 days,江東,4,1,1,1,0,7,6980
3555,アクシルコート銀座イースト,50.68,4.38,7028 days,中央,2,1,1,1,0,5,6980
3556,イクサージュ目黒,58.37,10.31,4045 days,目黒,2,1,1,1,0,5,6990
3557,キャッスル共進マンション,108.78,10.67,18078 days,目黒,3,1,1,1,0,6,7080
3558,キャッスル共進,108.78,10.67,18078 days,目黒,3,1,1,1,1,7,7080
3559,キャッスル共進マンション1001号室,108.78,10.67,18078 days,目黒,3,1,1,1,0,6,7080
3562,カインドステージ高輪台,56.88,5.96,7393 days,品川,1,1,1,1,1,5,7180
3563,秀和第２高輪レジデンス,74.21,4.23,15825 days,港,2,1,1,1,0,5,7199
3564,THE TOKYO TOWERS　MIDTOWER ,70.78,4.5,4776 days,中央,1,1,1,1,0,4,7200
3565,シティテラス杉並方南町サウス,67.08,11.16,1215 days,杉並,3,1,1,1,0,6,7280
3566,朝日シティパリオ高輪台Ａ館,58.85,7.75,8489 days,港,2,1,1,1,0,5,7280
3567,グランドメゾン武蔵小山,64.51,11.16,7759 days,品川,2,1,1,1,0,5,7290
3568,グランドメゾン武蔵小山,64.51,11.16,7759 days,品川,2,1,1,1,0,5,7290
3569,グランドメゾン武蔵小山,64.51,11.16,7759 days,品川,2,1,1,1,0,5,7290
3570,西戸山タワーホウムズサウスタワー22F/３LDK/7…,79.77,13.22,12081 days,新宿,3,1,1,1,0,6,7298
3571,アークス新小岩,100.07,-,5082 days,葛飾,3,1,1,1,0,6,7350
3572,リシェ広尾,68.03,-,8004 days,渋谷,2,1,1,1,0,5,7350
3573,シティタワー金町 タワー棟,84.41,20.11,1823 days,葛飾,4,1,1,1,0,7,7480
3574,菱和パレス目白台グラーサ,82.03,12.76,6998 days,豊島,3,1,1,1,0,6,7480
3575,ザ・パークハウス上野,57.5,4.9,1976 days,台東,2,1,1,1,0,5,7480
3576,【素材のある暮らし】フォルスコート目黒大橋,72.13,10.32,7667 days,目黒,2,1,1,1,1,6,7480
3577,THE　CONOE　代官山,38.22,6.24,1823 days,渋谷,1,1,1,1,0,4,7480
3578,シティータワー白金,42.4,5,1337 days,港,1,1,1,1,0,4,7480
3579,恒陽サンクレスト築地,71.59,14.44,11534 days,中央,3,1,1,1,0,6,7480
3580,ローレルアイ目黒大橋,56.73,4.4,1368 days,目黒,2,1,1,1,0,5,7490
3581,アパガーデン新宿戸山公園,79.29,4.9,5993 days,新宿,3,1,1,1,0,6,7500
3583,コープ恵比寿,85.01,7.19,19204 days,渋谷,3,1,1,1,0,6,7580
3584,パークコート南麻布,40.34,7.2,333 days,港,1,1,1,1,0,4,7580
3585,ペアシティ・ルネッサンス,55.44,9,14729 days,港,1,1,1,1,0,4,7680
3586,ペアシティ・ルネッサンス,55.44,9,14729 days,港,1,1,1,1,0,4,7680
3587,フォルスコート目黒大橋,72.13,10.32,7667 days,目黒,2,1,1,1,1,6,7680
3588,オープンレジデンシア広尾ザ・ハウス　サウスコート,58,4.28,727 days,渋谷,1,1,1,1,0,4,7750
3589,オープンレジデンシア広尾ザ・ハウス,58,4.28,727 days,渋谷,1,1,1,1,0,4,7750
3590,目黒パークマンション,76.96,7.43,15613 days,品川,3,1,1,1,0,6,7780
3591,ネベル浅草橋,62.62,8.94,58 days,台東,3,1,1,1,0,6,7780
3592,目黒パークマンション,76.96,7.43,15613 days,品川,3,1,1,1,0,6,7780
3593,北品川サンハイツ,96.66,25.95,15187 days,品川,3,1,1,1,0,6,7799
3594,ザ・パークハウス晴海タワーズクロノレジデンス,74.39,11.73,2676 days,中央,3,1,1,1,0,6,7860
3595,クレッセント麻布Ⅱ,61.22,5.43,7820 days,港,1,1,1,1,1,5,7860
3596,メゾンドール高輪,70.67,13.85,17559 days,港,3,1,1,1,0,6,7880
3597,メゾンドール高輪,70.67,13.85,17559 days,港,3,1,1,1,0,6,7880
3598,プラウドタワー東雲キャナルコート,84.25,15.75,2980 days,江東,3,1,1,1,0,6,7880
3599,メゾンドール高輪,70.67,13.85,17559 days,港,3,1,1,1,0,6,7880
3600,《パークコート南麻布》,37.08,9.45,241 days,港,1,1,1,1,0,4,7980
3601,パルロード2（赤羽アボード2）,80.81,8.58,9220 days,北,2,1,1,1,1,6,7980
3602,東急ドエルアルス白金長者丸,68.19,1.37,8094 days,品川,3,1,1,1,0,6,7980
3603,◇新規リフォーム済◇メゾン小石川 7階 ～播磨坂さく…,81.31,11.62,17528 days,文京,3,1,1,1,0,6,7980
3604,シティタワー品川,89.18,19.17,4685 days,港,3,1,1,1,0,6,7980
3605,東急ドエルアルス白金長者丸,68.19,5.41,8094 days,品川,3,1,1,1,0,6,7980
3606,セルシオシティ久が原,104.81,12.12,6177 days,大田,3,1,1,1,0,6,7980
3607,恵比寿西マンション,80.52,-,18961 days,渋谷,3,1,1,1,0,6,7980
3608,マジェスティハウス新宿御苑パークナード,60.62,-,2584 days,新宿,2,1,1,1,1,6,7980
3609,マジェスティハウス新宿御苑,60.62,60.62,2584 days,新宿,2,1,1,1,1,6,7980
3610,《ピアース赤坂》,34.06,6.2,699 days,港,1,1,1,1,0,4,7980
3611,東急ドエル・アルス・白金長者丸,68.19,5.41,8094 days,品川,3,1,1,1,0,6,7980
3612,ピアース赤坂　PIAS　AKASAKA,34.06,6.2,699 days,港,1,1,1,1,0,4,7980
3613,イニシア大井町,70.15,10.98,2007 days,品川,3,1,1,1,0,6,7980
3614,マジェスティハウス新宿御苑パークナード,60.63,-,2584 days,新宿,2,1,1,1,1,6,7980
3615,シティタワー品川,89.18,19.17,4685 days,港,3,1,1,1,0,6,7980
3616,白金武蔵野マンション,78.51,-,18474 days,港,3,1,1,1,0,6,7980
3617,メゾン小石川,81.32,11.62,17528 days,文京,3,1,1,1,0,6,7980
3618,代官山アドレス　ザ・タワー,37.72,4.9,7485 days,渋谷,1,1,1,1,0,4,7980
3619,メゾン麻布,76.08,7.2,19447 days,港,3,1,1,1,0,6,7998
3620,グランフォルム大田中央,137.18,12,12021 days,大田,3,1,1,1,0,6,8000
3621,ローレルタワールネ浜松町,62.32,6,393 days,港,2,1,1,1,0,5,8180
3622,《ローレルタワールネ浜松町》,62.32,6,393 days,港,2,1,1,1,0,5,8180
3623,《広尾シティタワー》,57.44,15.25,7516 days,渋谷,1,1,1,1,0,4,8280
3624,パークハウス芝白金台,69.07,11.1,8185 days,港,1,1,1,1,0,4,8350
3625,パークハウス芝白金台,69.07,11.1,8185 days,港,1,1,1,1,0,4,8350
3626,マートルコート恵比寿南,60.36,8.38,8612 days,渋谷,1,1,1,1,1,5,8478
3627,＝＝　　パールグリーン新宿　　＝＝,131.01,-,12599 days,新宿,3,1,1,1,1,7,8480
3628,ハーバーテラス品川,70.1,11.66,2219 days,港,3,1,1,1,0,6,8480
3629,キャピタルマークタワー,73.81,14.72,4868 days,港,2,1,1,1,0,5,8480
3630,キャピタルマークタワー,73.81,14.72,4868 days,港,2,1,1,1,0,5,8480
3631,神楽坂アインスタワー◇2003年築 4LDK ◇ ,83.21,10.71,6602 days,新宿,4,1,1,1,0,7,8490
3632,東京ツインパークス　レフトウイング,54.3,8.12,6724 days,港,1,1,1,1,0,4,8500
3633,ブリリアタワー東京,78.51,6.43,5447 days,墨田,2,1,1,1,0,5,8580
3634,アルス代々木参宮橋コート・アデリオン,78.97,12.6,6543 days,渋谷,3,1,1,1,0,6,8580
3635,ニュートンプレイス　サウスコート,111.49,23.11,6390 days,江東,4,1,1,1,2,9,8680
3636,朝日マンション新中野,99.33,6.85,8247 days,中野,3,1,1,1,0,6,8680
3637,パーク・ノヴァ小石川,85.79,-,12387 days,文京,2,1,1,1,1,6,8680
3638,クレッセント中目黒,75.16,6.52,9220 days,目黒,2,1,1,1,0,5,8690
3639,クレッセント中目黒,75.16,6.52,9220 days,目黒,2,1,1,1,0,5,8690
3640,クレッセント中目黒,75.16,6.52,9220 days,目黒,2,1,1,1,0,5,8690
3641,パークタワー晴海,70.41,17.38,727 days,中央,3,1,1,1,0,6,8700
3642,オープンレジデンシア桜新町2丁目,72.44,6,1976 days,世田谷,3,1,1,1,0,6,8790
3643,ラ・プラースウエスト,82.37,12.28,5993 days,品川,2,1,1,1,0,5,8798
3644,ラ・プラースウエスト,82.38,12.28,5993 days,品川,2,1,1,1,0,5,8798
3645,ラ・プラースウエスト,82.37,12.28,5993 days,品川,2,1,1,1,0,5,8798
3646,ラ・プラースウエスト,82.37,12.28,5993 days,品川,2,1,1,1,0,5,8798
3647,ラ・プラースウエスト,82.37,12.28,5993 days,品川,2,1,1,1,0,5,8798
3648,ローレルコート新宿夏目坂,73.01,8.33,1519 days,新宿,3,1,1,1,0,6,8800
3649,ザ・パークハウス山吹神楽坂,66.5,6.58,1215 days,新宿,2,1,1,1,0,5,8800
3650,パークタワー品川ベイワード,95.06,22,5567 days,港,3,1,1,1,0,6,8950
3651,プラウド渋谷本町,60.14,9.42,393 days,渋谷,2,1,1,1,0,5,8960
3652,パークリュクス白金高輪,56.53,18.84,1429 days,港,2,1,1,1,0,5,8980
3653,パレ・エテルネル,75.6,11.34,14241 days,新宿,3,1,1,1,0,6,8980
3654,勝どきザ・タワー,73.79,12.36,1549 days,中央,2,1,1,1,1,6,9200
3655,パークホームズ用賀ヴィアージュ,73.55,-,3284 days,世田谷,1,0,0,0,0,1,9280
3656,DEUX TOURS CANAL&SPA EAST,70.7,5.08,1976 days,中央,3,1,1,1,0,6,9300
3657,サンクタス元麻布,60.84,5.87,8277 days,港,2,1,1,1,0,5,9380
3658,グランスイート東日本橋スクウェア,77.95,6.63,2160 days,中央,3,1,1,1,0,6,9480
3659,ザ・パークハウス湯島龍岡町,68.58,9.13,2311 days,文京,2,1,1,1,0,5,9480
3660,《クラッシィハウス世田谷公園》,72.78,13.4,3010 days,世田谷,2,1,1,1,0,5,9580
3661,クラッシィハウス世田谷公園,72.78,13.4,3010 days,世田谷,2,1,1,1,1,6,9580
3662,クラッシィハウス世田谷公園,72.78,13.4,3010 days,世田谷,2,1,1,1,0,5,9580
3663,朝日九段マンション,80.52,14.31,15521 days,千代田,3,1,1,1,0,6,9680
3664,朝日九段マンション,80.51,14.31,15521 days,千代田,3,1,1,1,0,6,9680
3665,ロワジール麻布,119.28,17.78,15278 days,港,3,1,1,1,1,7,9680
3666,SEBON高輪台（セボン高輪台）,93.91,-,7028 days,港,2,1,1,1,1,6,9680
3667,プレシス日本橋三越前セントル,74.8,5.88,2403 days,中央,3,1,1,1,0,6,9800
3668,■ルーフバルコニー付き■ウェリス用賀,87.19,48.1,3010 days,世田谷,3,1,1,1,0,6,9800
3669,プレシス日本橋三越前セントル,74.8,5.88,2403 days,中央,3,1,1,1,0,6,9800
3670,ウェリス用賀,87.19,-,3010 days,世田谷,4,1,1,1,0,7,9800
3671,秀和第２北青山レジデンス,55.25,-,17743 days,港,2,1,1,1,0,5,9800
3672,パークコート神宮前　The Air ７階,79.13,2.64,4410 days,渋谷,2,1,1,1,0,5,9880
3673,D´グランセ西麻布ハイヴァリー,64.41,4.14,5993 days,港,1,1,1,1,0,4,9880
3674,パークホームズ日本橋人形町 ザ レジデンス,63.07,5.36,1092 days,中央,2,1,1,1,0,5,9880
3675,プラウドタワー白金台,67.33,3.06,2403 days,港,1,1,1,1,0,4,9900
3676,クレードル駒沢公園,204.24,70,15156 days,世田谷,4,1,1,1,0,7,9980
3677,ノーブルハビタンツ,165.69,11.1,10589 days,豊島,4,1,1,1,1,8,9980
3678,ザ・六本木東京クラブレジデンス,47.16,3.75,3376 days,港,1,1,1,1,0,4,9995
3679,ＴＨＥ　ＲＯＰＰＯＮＧＩ　ＴＯＫＹＯ　ＣＬＵＢ　ＲＥ…,47.16,3.75,3376 days,港,1,1,1,1,0,4,9995
3680,ミッドサザンレジデンス御殿山,70.64,15.48,5172 days,品川,2,1,1,1,0,5,10380
3681,オープンレジデンス赤坂テラス,78.67,7.76,3437 days,港,2,1,1,1,0,5,10500
3682,ブリリアタワー東京,82.72,12.7,5475 days,墨田,3,1,1,1,1,7,10500
3683,パークシティ武蔵小山ザ・タワー,67.3,17.79,424 days,品川,3,1,1,1,0,6,10980
3684,パークコート神宮前,85.83,4.77,4410 days,渋谷,1,1,1,1,0,4,10980
3685,シティハウス二子玉川,88.13,7.64,2160 days,世田谷,4,1,1,1,0,7,10990
3686,セボン中目黒,109.44,-,7638 days,目黒,3,1,1,1,0,6,11000
3687,ドムス南麻布西館,86.04,8.67,12995 days,港,2,1,1,1,0,5,11000
3688,アイ・マークタワー,95.63,29.27,6390 days,中央,2,1,1,1,0,5,11200
3689,ヴィンテージヒルズ目黒,104.46,-,11199 days,目黒,2,1,1,1,0,5,11380
3690,ザ・パークハウス池之端,72.1,12.65,2341 days,台東,2,1,1,1,0,5,11480
3691,ペアシティ・ルネッサンス,85.47,-,14729 days,港,2,1,1,1,0,5,11480
3692,Brillia Tower代々木公園CLASSY,63.93,6.38,819 days,渋谷,2,1,1,1,0,5,11680
3693,東京ツインパークスレフトウイング,65.77,9.46,6724 days,港,2,1,1,1,0,5,11700
3694,マートルコート恵比寿２０００,75.21,7.97,7577 days,渋谷,2,1,1,1,0,5,11800
3695,ピアース阿佐ヶ谷,72.44,-,180 days,杉並,3,1,1,1,0,6,11800
3696,サウススクエア,94.24,11.17,7851 days,世田谷,2,1,1,1,1,6,11800
3697,サウススクエア,94.24,11.17,7851 days,世田谷,2,1,1,1,1,6,11800
3698,パークタワー目黒,56.19,12.37,4898 days,品川,2,1,1,1,0,5,11800
3699,【LDK２０.帖！駅徒歩5分！東南向き！】サウススク…,94.24,11.17,7851 days,世田谷,2,1,1,1,1,6,11800
3700,ピアース阿佐ヶ谷,72.44,-,180 days,杉並,3,1,1,1,0,6,11800
3701,パークタワー晴海,82.27,18.49,727 days,中央,2,1,1,1,0,5,11900
3702,ファミールグラン白金ヴェルデフォーレ,79.54,10.95,6908 days,港,2,1,1,1,0,5,11950
3703,インペリアル表参道,69.8,6.01,8581 days,渋谷,1,1,1,1,0,4,11980
3704,クレヴィア恵比寿,65.34,14.02,3986 days,渋谷,2,1,1,1,0,5,11980
3705,サンアリーナ広尾,80.69,7.4,2829 days,渋谷,1,1,1,1,1,5,11980
3706,パークコート乃木坂ザ・タワー,55.23,10.74,758 days,港,1,1,1,1,0,4,11990
3707,アーバンドックパークシティ豊洲タワーB,82.13,24,4837 days,江東,2,1,1,1,0,5,12000
3708,プラウド恵比寿南,62.62,7.54,1457 days,渋谷,2,1,1,1,0,5,12000
3709,パークコート赤坂ザタワー,62.04,5.92,4259 days,港,1,1,1,1,0,4,12200
3710,シティハウス広尾南,78.24,10.3,1823 days,渋谷,3,1,1,1,0,6,12300
3711,シティハウス広尾南,78.24,10.3,1823 days,渋谷,3,1,1,1,0,6,12300
3712,プラウド恵比寿南,62.62,7.54,1549 days,渋谷,1,1,1,1,0,4,12480
3713,大崎ウエストシティタワーズ,87.03,5.5,4167 days,品川,3,0,1,1,0,5,12500
3714,ガーデンハイツ代官山,75.97,2.73,8489 days,渋谷,2,1,1,1,1,6,12500
3715,《ブランズ代々木》,66.65,13.83,1610 days,渋谷,3,1,1,1,0,6,12580
3716,東京ツインパークス　RIGHTWING,77.06,5,6724 days,港,2,1,1,1,0,5,12900
3717,オープンレジデンシア目黒青葉台テラス,67.66,3.31,1976 days,目黒,2,1,1,1,0,5,12980
3718,南青山パークマンション,84.39,6.52,14425 days,港,3,1,1,1,0,6,13000
3719,ザ　パークハウス西新宿タワー60,87.49,14.35,1276 days,新宿,2,1,1,1,0,5,13000
3720,三田清風ガーデン,112.1,8.19,11291 days,港,1,1,1,1,0,4,13000
3721,MID TOWER GRAND　ミッドタワーグランド,80.36,-,119 days,中央,3,1,1,1,0,6,13480
3722,アトラス南麻布,70.36,7.75,1702 days,港,3,1,1,1,1,7,13500
3723,パークコート赤坂ザタワー,69.46,5.7,4259 days,港,2,1,1,1,0,5,13500
3724,クレストプライムタワー芝,86.91,10.7,4929 days,港,3,1,1,1,0,6,13800
3725,クレストプライムタワー芝,86.91,10.7,4929 days,港,3,1,1,1,0,6,13800
3726,クレストプライムタワー芝,86.92,10.7,4929 days,港,3,1,1,1,0,6,13800
3727,クレストプライムタワー芝,86.9,10.7,4929 days,港,3,1,1,1,0,6,13800
3728,シティタワー高輪,81.19,12.38,6237 days,港,2,1,1,1,0,5,13800
3729,シティタワー高輪,81.19,12.38,6237 days,港,2,1,1,1,0,5,13800
3730,THE　TOKYO　TOWERS　MID　TOWER,126.05,10.36,4776 days,中央,2,1,1,1,1,6,13980
3731,ザ・パークタワー西新宿タワー60,89.31,14.2,1276 days,新宿,2,1,1,1,1,6,14800
3732,《シティハウス神宮北参道》,76.26,11.07,1823 days,渋谷,3,1,1,1,0,6,14800
3733,クレードルパレス柿の木坂,173.58,16.29,13056 days,目黒,3,1,1,1,1,7,14800
3734,シティハウス神宮北参道,76.26,11.07,1823 days,渋谷,3,1,1,1,0,6,14800
3735,パークシティ大崎ザレジデンス,95.14,14.74,2099 days,品川,3,1,1,1,1,7,14980
3736,パークシティ大崎ザレジデンス,95.14,14.74,2099 days,品川,3,1,1,1,1,7,14980
3737,パークホームズ自由が丘,82.47,8.68,1123 days,目黒,3,1,1,1,0,6,14990
3738,パークホームズ自由が丘,82.47,8.68,1123 days,目黒,3,1,1,1,0,6,14990
3739,ザ・パークハウス西麻布レジデンス,82.14,9,2464 days,港,2,1,1,1,0,5,15000
3740,コンシェリア虎ノ門TOKYO PREMIUM,54.73,9.95,1794 days,港,2,1,1,1,0,5,15000
3741,パークコート渋谷大山町ザプラネ清邸,92.37,11.74,2038 days,渋谷,3,1,1,1,0,6,15800
3742,南青山テラス常盤松フォレスト,78.47,6.66,5475 days,港,2,1,1,1,0,5,15800
3743,富久クロスコンフォートタワー,85.4,5.1,2129 days,新宿,3,1,1,1,0,6,15800
3744,ザ・タワーグランディア,103.15,24.8,6177 days,豊島,3,1,1,1,0,6,15800
3745,プラウド上原,70.21,6.21,3224 days,渋谷,2,1,1,1,0,5,15800
3746,センチュリーフォレストＥ棟,71.44,6,3468 days,渋谷,2,1,1,1,0,5,15900
3747,センチュリーフォレストＥ棟,71.44,6,3468 days,渋谷,2,1,1,1,0,5,15900
3748,センチュリーフォレスト,71.44,6,3468 days,渋谷,2,1,1,1,0,5,15900
3749,サンクタス有栖川　,92.07,13.4,8124 days,港,3,1,1,1,0,6,16000
3750,恵比寿ガーデンテラス壱番館,81.94,18.5,9708 days,目黒,2,1,1,1,0,5,16200
3751,ザ・パークハウス南青山常磐松,87.91,6.84,2615 days,港,3,1,1,1,0,6,16480
3752,広尾ガーデンヒルズウエストヒル I棟,97.18,5.15,12995 days,渋谷,3,1,1,1,0,6,16500
3753,代官山マンション,149.12,22.34,18290 days,渋谷,3,1,1,1,2,8,16800
3754,代官山マンション,149.12,22.34,18290 days,渋谷,3,1,1,1,0,6,16800
3755,代官山マンション,149.12,22.34,18290 days,渋谷,3,1,1,1,0,6,16800
3756,代官山マンション,149.12,22.34,18290 days,渋谷,3,1,1,1,0,6,16800
3757,代官山マンション,149.12,22.34,18290 days,渋谷,3,1,1,1,0,6,16800
3758,プラウド恵比寿ヒルサイドガーデン,60.74,11.57,393 days,渋谷,1,1,1,1,0,4,17000
3759,パークコート千代田駿河台ヒルトップレジデンス,81.76,12.43,1033 days,千代田,3,1,1,1,0,6,17500
3760,南青山スカイハイツ,122.03,15.84,16678 days,港,3,1,1,1,1,7,17800
3761,南青山スカイハイツ,122.04,15.84,16678 days,港,3,1,1,1,1,7,17800
3762,南青山スカイハイツ,122.03,15.84,16678 days,港,3,1,1,1,1,7,17800
3763,二子玉川ライズタワー＆レジデンスタワーイースト,106.4,17.2,3864 days,世田谷,3,1,1,1,0,6,17800
3764,南青山スカイハイツ,122.03,15.84,16678 days,港,3,1,1,1,1,7,17800
3765,クラウン青山,129.39,19,15095 days,渋谷,3,1,1,1,0,6,17900
3766,二子玉川ライズタワー ＆ レジデンス　　タワーイース…,106.4,17.2,3864 days,世田谷,3,1,1,1,0,6,18000
3767,パークコート渋谷ザタワー,74.87,16.42,211 days,渋谷,1,1,1,1,0,4,18250
3768,勝どきザ・タワー,107.4,9.87,1549 days,中央,3,1,1,1,0,6,18780
3769,クレストプライムタワー芝,102.39,16,4929 days,港,2,1,1,1,0,5,18800
3770,クレストプライムタワー芝,102.39,16,4807 days,港,2,1,1,1,0,5,18800
3771,代官山アドレスザ・タワー,91.77,11.39,7485 days,渋谷,2,1,1,1,0,5,18900
3772,代官山アドレスザ・タワー,91.77,11.39,7485 days,渋谷,2,1,1,1,0,5,18900
3773,シティハウス神宮北参道,80.41,11.16,1823 days,渋谷,2,1,1,1,0,5,19000
3774,ディアナガーデン自由が丘,125.19,2.27,1488 days,目黒,3,1,1,1,0,6,19400
3775,パークコート赤坂ザタワー,94.76,10.64,4259 days,港,2,1,1,1,0,5,19400
3776,ザ・ウエストミンスター六本木,86.71,3.79,6451 days,港,2,1,1,1,0,5,19800
3777,シティタワー恵比寿,71.7,19.7,699 days,渋谷,2,1,1,1,0,5,19800
3778,シティタワー麻布十番,80.3,5.52,4259 days,港,2,1,1,1,0,5,19800
